full_text,text_clean,token,stop,stemmed,untokenize_clean,label
Prabowo - Gibran seharusnya belajar bahwa politik bukanlah panggung sandiwara untuk menipu rakyat @atapu3000  https://t.co/CtNGC8MsBX,prabowo gibran seharusnya belajar bahwa politik bukanlah panggung sandiwara untuk menipu rakyat,"['prabowo', 'gibran', 'seharusnya', 'belajar', 'bahwa', 'politik', 'bukanlah', 'panggung', 'sandiwara', 'untuk', 'menipu', 'rakyat']","['prabowo', 'gibran', 'belajar', 'politik', 'bukanlah', 'panggung', 'sandiwara', 'menipu', 'rakyat']","['prabowo', 'gibran', 'ajar', 'politik', 'bukan', 'panggung', 'sandiwara', 'tipu', 'rakyat']",prabowo gibran ajar politik bukan panggung sandiwara tipu rakyat,negatif
Prabowo - Gibran seharusnya belajar bahwa kejujuran adalah pondasi yang kokoh untuk membangun dukungan rakyat @ArdhieRianda  https://t.co/IXkUQamvPv,prabowo gibran seharusnya belajar bahwa kejujuran adalah pondasi yang kokoh untuk membangun dukungan rakyat,"['prabowo', 'gibran', 'seharusnya', 'belajar', 'bahwa', 'kejujuran', 'adalah', 'pondasi', 'yang', 'kokoh', 'untuk', 'membangun', 'dukungan', 'rakyat']","['prabowo', 'gibran', 'belajar', 'kejujuran', 'pondasi', 'kokoh', 'membangun', 'dukungan', 'rakyat']","['prabowo', 'gibran', 'ajar', 'jujur', 'pondasi', 'kokoh', 'bangun', 'dukung', 'rakyat']",prabowo gibran ajar jujur pondasi kokoh bangun dukung rakyat,negatif
Prabowo - Gibran keliru jika mengira rakyat Jawa Tengah mudah terpengaruh oleh cerita karangan mereka @AndhykaNandaa  https://t.co/IPHDCXv5ks,prabowo gibran keliru jika mengira rakyat jawa tengah mudah terpengaruh oleh cerita karangan mereka,"['prabowo', 'gibran', 'keliru', 'jika', 'mengira', 'rakyat', 'jawa', 'tengah', 'mudah', 'terpengaruh', 'oleh', 'cerita', 'karangan', 'mereka']","['prabowo', 'gibran', 'keliru', 'mengira', 'rakyat', 'jawa', 'tengah', 'mudah', 'terpengaruh', 'cerita', 'karangan']","['prabowo', 'gibran', 'keliru', 'ira', 'rakyat', 'jawa', 'tengah', 'mudah', 'pengaruh', 'cerita', 'karang']",prabowo gibran keliru ira rakyat jawa tengah mudah pengaruh cerita karang,negatif
Pemilih cerdas rakyat Jawa Tengah akan melihat melampaui klaim kosong Prabowo - Gibran dan memilih yang memiliki track record terbaik @dmsccr  https://t.co/vOXOaPOP7u,pemilih cerdas rakyat jawa tengah akan melihat melampaui klaim kosong prabowo gibran dan memilih yang memiliki track record terbaik,"['pemilih', 'cerdas', 'rakyat', 'jawa', 'tengah', 'akan', 'melihat', 'melampaui', 'klaim', 'kosong', 'prabowo', 'gibran', 'dan', 'memilih', 'yang', 'memiliki', 'track', 'record', 'terbaik']","['pemilih', 'cerdas', 'rakyat', 'jawa', 'tengah', 'melihat', 'melampaui', 'klaim', 'kosong', 'prabowo', 'gibran', 'memilih', 'memiliki', 'track', 'record', 'terbaik']","['pilih', 'cerdas', 'rakyat', 'jawa', 'tengah', 'lihat', 'lampau', 'klaim', 'kosong', 'prabowo', 'gibran', 'pilih', 'milik', 'track', 'record', 'baik']",pilih cerdas rakyat jawa tengah lihat lampau klaim kosong prabowo gibran pilih milik track record baik,negatif
Prabowo - Gibran  dukungan palsu hanya akan merusak citra kalian di mata rakyat Jawa Tengah yang cerdas @alfhatpit  https://t.co/ey9Nt1jmav,prabowo gibran dukungan palsu hanya akan merusak citra kalian di mata rakyat jawa tengah yang cerdas,"['prabowo', 'gibran', 'dukungan', 'palsu', 'hanya', 'akan', 'merusak', 'citra', 'kalian', 'di', 'mata', 'rakyat', 'jawa', 'tengah', 'yang', 'cerdas']","['prabowo', 'gibran', 'dukungan', 'palsu', 'merusak', 'citra', 'kalian', 'mata', 'rakyat', 'jawa', 'tengah', 'cerdas']","['prabowo', 'gibran', 'dukung', 'palsu', 'rusak', 'citra', 'kalian', 'mata', 'rakyat', 'jawa', 'tengah', 'cerdas']",prabowo gibran dukung palsu rusak citra kalian mata rakyat jawa tengah cerdas,negatif
Dukungan tulus ratusan mantan kades Cirebon untuk Prabowo-Gibran mencerminkan kebutuhan akan kepemimpinan yang berani dan tulus di Indonesia.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/uEjPRt6oH8,dukungan tulus ratusan mantan kades cirebon untuk prabowogibran mencerminkan kebutuhan akan kepemimpinan yang berani dan tulus di indonesia purnakuwu dukungpragibs,"['dukungan', 'tulus', 'ratusan', 'mantan', 'kades', 'cirebon', 'untuk', 'prabowogibran', 'mencerminkan', 'kebutuhan', 'akan', 'kepemimpinan', 'yang', 'berani', 'dan', 'tulus', 'di', 'indonesia', 'purnakuwu', 'dukungpragibs']","['dukungan', 'tulus', 'ratusan', 'mantan', 'kades', 'cirebon', 'prabowogibran', 'mencerminkan', 'kebutuhan', 'kepemimpinan', 'berani', 'tulus', 'indonesia', 'purnakuwu', 'dukungpragibs']","['dukung', 'tulus', 'ratus', 'mantan', 'kades', 'cirebon', 'prabowogibran', 'cermin', 'butuh', 'pimpin', 'berani', 'tulus', 'indonesia', 'purnakuwu', 'dukungpragibs']",dukung tulus ratus mantan kades cirebon prabowogibran cermin butuh pimpin berani tulus indonesia purnakuwu dukungpragibs,positif
Pemilihan bukan ajang drama  Prabowo - Gibran seharusnya fokus pada kejujuran dan kinerja nyata @galangkurniaa  https://t.co/6ZBIkRycsR,pemilihan bukan ajang drama prabowo gibran seharusnya fokus pada kejujuran dan kinerja nyata,"['pemilihan', 'bukan', 'ajang', 'drama', 'prabowo', 'gibran', 'seharusnya', 'fokus', 'pada', 'kejujuran', 'dan', 'kinerja', 'nyata']","['pemilihan', 'bukan', 'ajang', 'drama', 'prabowo', 'gibran', 'fokus', 'kejujuran', 'kinerja', 'nyata']","['pilih', 'bukan', 'ajang', 'drama', 'prabowo', 'gibran', 'fokus', 'jujur', 'kerja', 'nyata']",pilih bukan ajang drama prabowo gibran fokus jujur kerja nyata,negatif
Dukungan mantan Kades Cirebon mengalir tulus untuk Prabowo-Gibran! https://t.co/mOpPR7LJWS,dukungan mantan kades cirebon mengalir tulus untuk prabowogibran,"['dukungan', 'mantan', 'kades', 'cirebon', 'mengalir', 'tulus', 'untuk', 'prabowogibran']","['dukungan', 'mantan', 'kades', 'cirebon', 'mengalir', 'tulus', 'prabowogibran']","['dukung', 'mantan', 'kades', 'cirebon', 'alir', 'tulus', 'prabowogibran']",dukung mantan kades cirebon alir tulus prabowogibran,positif
Dukungan utuh dari pemimpin lokal  Prabowo-Gibran sebagai penjamin keamanan yang handal.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/1adl13ELlZ,dukungan utuh dari pemimpin lokal prabowogibran sebagai penjamin keamanan yang handal purnakuwu dukungpragibs,"['dukungan', 'utuh', 'dari', 'pemimpin', 'lokal', 'prabowogibran', 'sebagai', 'penjamin', 'keamanan', 'yang', 'handal', 'purnakuwu', 'dukungpragibs']","['dukungan', 'utuh', 'pemimpin', 'lokal', 'prabowogibran', 'penjamin', 'keamanan', 'handal', 'purnakuwu', 'dukungpragibs']","['dukung', 'utuh', 'pimpin', 'lokal', 'prabowogibran', 'jamin', 'aman', 'handal', 'purnakuwu', 'dukungpragibs']",dukung utuh pimpin lokal prabowogibran jamin aman handal purnakuwu dukungpragibs,positif
Ratusan Mantan Kades Cirebon yakin  Prabowo-Gibran pemimpin yang membangkitkan semangat!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/MAiPCDXCNs,ratusan mantan kades cirebon yakin prabowogibran pemimpin yang membangkitkan semangat purnakuwu dukungpragibs,"['ratusan', 'mantan', 'kades', 'cirebon', 'yakin', 'prabowogibran', 'pemimpin', 'yang', 'membangkitkan', 'semangat', 'purnakuwu', 'dukungpragibs']","['ratusan', 'mantan', 'kades', 'cirebon', 'yakin', 'prabowogibran', 'pemimpin', 'membangkitkan', 'semangat', 'purnakuwu', 'dukungpragibs']","['ratus', 'mantan', 'kades', 'cirebon', 'yakin', 'prabowogibran', 'pimpin', 'bangkit', 'semangat', 'purnakuwu', 'dukungpragibs']",ratus mantan kades cirebon yakin prabowogibran pimpin bangkit semangat purnakuwu dukungpragibs,positif
Mantabbb... Gassss PrabowoGibran satu putaran,mantabbb gassss prabowogibran satu putaran,"['mantabbb', 'gassss', 'prabowogibran', 'satu', 'putaran']","['mantabbb', 'gassss', 'prabowogibran', 'satu', 'putaran']","['mantabbb', 'gassss', 'prabowogibran', 'satu', 'putar']",mantabbb gassss prabowogibran satu putar,positif
Prabowo - Gibran keliru jika mengira manipulasi akan membawanya meraih dukungan sejati dari Jawa Tengah @Adrasma  https://t.co/LLsaReJ3Gl,prabowo gibran keliru jika mengira manipulasi akan membawanya meraih dukungan sejati dari jawa tengah,"['prabowo', 'gibran', 'keliru', 'jika', 'mengira', 'manipulasi', 'akan', 'membawanya', 'meraih', 'dukungan', 'sejati', 'dari', 'jawa', 'tengah']","['prabowo', 'gibran', 'keliru', 'mengira', 'manipulasi', 'membawanya', 'meraih', 'dukungan', 'sejati', 'jawa', 'tengah']","['prabowo', 'gibran', 'keliru', 'ira', 'manipulasi', 'bawa', 'raih', 'dukung', 'sejati', 'jawa', 'tengah']",prabowo gibran keliru ira manipulasi bawa raih dukung sejati jawa tengah,negatif
Warga Wadas menegaskan bahwa mereka tak terombang-ambing oleh klaim palsu Prabowo - Gibran @faizullllllll  https://t.co/DFL6wd1Rxg,warga wadas menegaskan bahwa mereka tak terombangambing oleh klaim palsu prabowo gibran,"['warga', 'wadas', 'menegaskan', 'bahwa', 'mereka', 'tak', 'terombangambing', 'oleh', 'klaim', 'palsu', 'prabowo', 'gibran']","['warga', 'wadas', 'menegaskan', 'tak', 'terombangambing', 'klaim', 'palsu', 'prabowo', 'gibran']","['warga', 'wadas', 'tegas', 'tak', 'terombangambing', 'klaim', 'palsu', 'prabowo', 'gibran']",warga wadas tegas tak terombangambing klaim palsu prabowo gibran,negatif
Rakyat Jawa Tengah tahu bahwa kualitas pemimpin tak dapat diukur dari seberapa sering mereka muncul di media  tapi dari kinerja nyata  seperti yang ditunjukkan oleh Ganjar - Mahfud @garagaraarga https://t.co/9YcFyEKJ1M,rakyat jawa tengah tahu bahwa kualitas pemimpin tak dapat diukur dari seberapa sering mereka muncul di media tapi dari kinerja nyata seperti yang ditunjukkan oleh ganjar mahfud,"['rakyat', 'jawa', 'tengah', 'tahu', 'bahwa', 'kualitas', 'pemimpin', 'tak', 'dapat', 'diukur', 'dari', 'seberapa', 'sering', 'mereka', 'muncul', 'di', 'media', 'tapi', 'dari', 'kinerja', 'nyata', 'seperti', 'yang', 'ditunjukkan', 'oleh', 'ganjar', 'mahfud']","['rakyat', 'jawa', 'tengah', 'tahu', 'kualitas', 'pemimpin', 'tak', 'diukur', 'seberapa', 'sering', 'muncul', 'media', 'kinerja', 'nyata', 'ditunjukkan', 'ganjar', 'mahfud']","['rakyat', 'jawa', 'tengah', 'tahu', 'kualitas', 'pimpin', 'tak', 'ukur', 'berapa', 'sering', 'muncul', 'media', 'kerja', 'nyata', 'tunjuk', 'ganjar', 'mahfud']",rakyat jawa tengah tahu kualitas pimpin tak ukur berapa sering muncul media kerja nyata tunjuk ganjar mahfud,negatif
Prabowo - Gibran  seolah-olah bermain catur dengan trik curang  tetapi rakyat Jawa Tengah mengetahui bahwa Ganjar - Mahfud adalah ratu yang sesungguhnya @amorokoo  https://t.co/g8MpmENNhw,prabowo gibran seolaholah bermain catur dengan trik curang tetapi rakyat jawa tengah mengetahui bahwa ganjar mahfud adalah ratu yang sesungguhnya,"['prabowo', 'gibran', 'seolaholah', 'bermain', 'catur', 'dengan', 'trik', 'curang', 'tetapi', 'rakyat', 'jawa', 'tengah', 'mengetahui', 'bahwa', 'ganjar', 'mahfud', 'adalah', 'ratu', 'yang', 'sesungguhnya']","['prabowo', 'gibran', 'seolaholah', 'bermain', 'catur', 'trik', 'curang', 'rakyat', 'jawa', 'tengah', 'mengetahui', 'ganjar', 'mahfud', 'ratu', 'sesungguhnya']","['prabowo', 'gibran', 'seolaholah', 'main', 'catur', 'trik', 'curang', 'rakyat', 'jawa', 'tengah', 'tahu', 'ganjar', 'mahfud', 'ratu', 'sungguh']",prabowo gibran seolaholah main catur trik curang rakyat jawa tengah tahu ganjar mahfud ratu sungguh,negatif
Prabowo - Gibran  seberapa sering lagi kalian akan mencoba menipu rakyat Jawa Tengah dengan klaim tanpa dasar? @iwan2014gemini  https://t.co/ylJrX8DF6q,prabowo gibran seberapa sering lagi kalian akan mencoba menipu rakyat jawa tengah dengan klaim tanpa dasar,"['prabowo', 'gibran', 'seberapa', 'sering', 'lagi', 'kalian', 'akan', 'mencoba', 'menipu', 'rakyat', 'jawa', 'tengah', 'dengan', 'klaim', 'tanpa', 'dasar']","['prabowo', 'gibran', 'seberapa', 'sering', 'kalian', 'mencoba', 'menipu', 'rakyat', 'jawa', 'tengah', 'klaim', 'dasar']","['prabowo', 'gibran', 'berapa', 'sering', 'kalian', 'coba', 'tipu', 'rakyat', 'jawa', 'tengah', 'klaim', 'dasar']",prabowo gibran berapa sering kalian coba tipu rakyat jawa tengah klaim dasar,negatif
Warga Wadas menegaskan bahwa mereka tidak terlibat dalam drama pembohongan Prabowo - Gibran @Dimas2219801496  https://t.co/oZOe7tJaBx,warga wadas menegaskan bahwa mereka tidak terlibat dalam drama pembohongan prabowo gibran,"['warga', 'wadas', 'menegaskan', 'bahwa', 'mereka', 'tidak', 'terlibat', 'dalam', 'drama', 'pembohongan', 'prabowo', 'gibran']","['warga', 'wadas', 'menegaskan', 'terlibat', 'drama', 'pembohongan', 'prabowo', 'gibran']","['warga', 'wadas', 'tegas', 'libat', 'drama', 'bohong', 'prabowo', 'gibran']",warga wadas tegas libat drama bohong prabowo gibran,negatif
Semangat persatuan! Ratusan Mantan Kades di Cirebon deklarasikan dukungan ke Prabowo-Gibran.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/PPSG7pSNtr,semangat persatuan ratusan mantan kades di cirebon deklarasikan dukungan ke prabowogibran purnakuwu dukungpragibs,"['semangat', 'persatuan', 'ratusan', 'mantan', 'kades', 'di', 'cirebon', 'deklarasikan', 'dukungan', 'ke', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['semangat', 'persatuan', 'ratusan', 'mantan', 'kades', 'cirebon', 'deklarasikan', 'dukungan', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['semangat', 'satu', 'ratus', 'mantan', 'kades', 'cirebon', 'deklarasi', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",semangat satu ratus mantan kades cirebon deklarasi dukung prabowogibran purnakuwu dukungpragibs,positif
Dukungan warga Wadas seharusnya didasarkan pada kenyataan  bukan atas pembohongan Prabowo - Gibran @arankaru  https://t.co/QHPHmGdOv3,dukungan warga wadas seharusnya didasarkan pada kenyataan bukan atas pembohongan prabowo gibran,"['dukungan', 'warga', 'wadas', 'seharusnya', 'didasarkan', 'pada', 'kenyataan', 'bukan', 'atas', 'pembohongan', 'prabowo', 'gibran']","['dukungan', 'warga', 'wadas', 'didasarkan', 'kenyataan', 'bukan', 'atas', 'pembohongan', 'prabowo', 'gibran']","['dukung', 'warga', 'wadas', 'dasar', 'nyata', 'bukan', 'atas', 'bohong', 'prabowo', 'gibran']",dukung warga wadas dasar nyata bukan atas bohong prabowo gibran,negatif
Keberanian Prabowo-Gibran didukung oleh mantan kades  menjanjikan perubahan positif yang luar biasa!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GROajc0UGD,keberanian prabowogibran didukung oleh mantan kades menjanjikan perubahan positif yang luar biasa purnakuwu dukungpragibs,"['keberanian', 'prabowogibran', 'didukung', 'oleh', 'mantan', 'kades', 'menjanjikan', 'perubahan', 'positif', 'yang', 'luar', 'biasa', 'purnakuwu', 'dukungpragibs']","['keberanian', 'prabowogibran', 'didukung', 'mantan', 'kades', 'menjanjikan', 'perubahan', 'positif', 'luar', 'biasa', 'purnakuwu', 'dukungpragibs']","['berani', 'prabowogibran', 'dukung', 'mantan', 'kades', 'janji', 'ubah', 'positif', 'luar', 'biasa', 'purnakuwu', 'dukungpragibs']",berani prabowogibran dukung mantan kades janji ubah positif luar biasa purnakuwu dukungpragibs,positif
@MuhidinEman @_BangFu @azhariahrachman dia pendukung prabowo gibran bang btw,dia pendukung prabowo gibran bang btw,"['dia', 'pendukung', 'prabowo', 'gibran', 'bang', 'btw']","['pendukung', 'prabowo', 'gibran', 'bang', 'btw']","['dukung', 'prabowo', 'gibran', 'bang', 'btw']",dukung prabowo gibran bang btw,positif
Prabowo - Gibran mungkin mahir bermain politik  tapi kebohongan mereka akan terus terbongkar oleh kecerdasan rakyat Jawa Tengah @BacodSetn  https://t.co/yAtY0g42pl,prabowo gibran mungkin mahir bermain politik tapi kebohongan mereka akan terus terbongkar oleh kecerdasan rakyat jawa tengah,"['prabowo', 'gibran', 'mungkin', 'mahir', 'bermain', 'politik', 'tapi', 'kebohongan', 'mereka', 'akan', 'terus', 'terbongkar', 'oleh', 'kecerdasan', 'rakyat', 'jawa', 'tengah']","['prabowo', 'gibran', 'mungkin', 'mahir', 'bermain', 'politik', 'kebohongan', 'terus', 'terbongkar', 'kecerdasan', 'rakyat', 'jawa', 'tengah']","['prabowo', 'gibran', 'mungkin', 'mahir', 'main', 'politik', 'bohong', 'terus', 'bongkar', 'cerdas', 'rakyat', 'jawa', 'tengah']",prabowo gibran mungkin mahir main politik bohong terus bongkar cerdas rakyat jawa tengah,negatif
Prabowo - Gibran mungkin berharap dapat merayu rakyat dengan klaim tak bertanggung jawab @abil4ble  https://t.co/lvjJ1HqLJ9,prabowo gibran mungkin berharap dapat merayu rakyat dengan klaim tak bertanggung jawab,"['prabowo', 'gibran', 'mungkin', 'berharap', 'dapat', 'merayu', 'rakyat', 'dengan', 'klaim', 'tak', 'bertanggung', 'jawab']","['prabowo', 'gibran', 'mungkin', 'berharap', 'merayu', 'rakyat', 'klaim', 'tak', 'bertanggung', 'jawab']","['prabowo', 'gibran', 'mungkin', 'harap', 'rayu', 'rakyat', 'klaim', 'tak', 'tanggung', 'jawab']",prabowo gibran mungkin harap rayu rakyat klaim tak tanggung jawab,negatif
Semangat perubahan yang signifikan terpancar dari fokus mantan kepala desa di Kota/Kabupaten Cirebon pada kepemimpinan Prabowo-Gibran. https://t.co/Ru3ALYvUVM,semangat perubahan yang signifikan terpancar dari fokus mantan kepala desa di kotakabupaten cirebon pada kepemimpinan prabowogibran,"['semangat', 'perubahan', 'yang', 'signifikan', 'terpancar', 'dari', 'fokus', 'mantan', 'kepala', 'desa', 'di', 'kotakabupaten', 'cirebon', 'pada', 'kepemimpinan', 'prabowogibran']","['semangat', 'perubahan', 'signifikan', 'terpancar', 'fokus', 'mantan', 'kepala', 'desa', 'kotakabupaten', 'cirebon', 'kepemimpinan', 'prabowogibran']","['semangat', 'ubah', 'signifikan', 'pancar', 'fokus', 'mantan', 'kepala', 'desa', 'kotakabupaten', 'cirebon', 'pimpin', 'prabowogibran']",semangat ubah signifikan pancar fokus mantan kepala desa kotakabupaten cirebon pimpin prabowogibran,positif
Prabowo - Gibran seolah menganggap politik sebagai panggung drama  di mana kebohongan bisa dianggap sebagai skenario yang sah @Caberawitpedas1  https://t.co/a28OsDATAE,prabowo gibran seolah menganggap politik sebagai panggung drama di mana kebohongan bisa dianggap sebagai skenario yang sah,"['prabowo', 'gibran', 'seolah', 'menganggap', 'politik', 'sebagai', 'panggung', 'drama', 'di', 'mana', 'kebohongan', 'bisa', 'dianggap', 'sebagai', 'skenario', 'yang', 'sah']","['prabowo', 'gibran', 'menganggap', 'politik', 'panggung', 'drama', 'mana', 'kebohongan', 'dianggap', 'skenario', 'sah']","['prabowo', 'gibran', 'anggap', 'politik', 'panggung', 'drama', 'mana', 'bohong', 'anggap', 'skenario', 'sah']",prabowo gibran anggap politik panggung drama mana bohong anggap skenario sah,negatif
Rakyat Jawa Tengah bijak  mereka tahu mana yang benar  Ganjar - Mahfud adalah pilihan mereka @bu_thio  https://t.co/v3lfZlFOZs,rakyat jawa tengah bijak mereka tahu mana yang benar ganjar mahfud adalah pilihan mereka,"['rakyat', 'jawa', 'tengah', 'bijak', 'mereka', 'tahu', 'mana', 'yang', 'benar', 'ganjar', 'mahfud', 'adalah', 'pilihan', 'mereka']","['rakyat', 'jawa', 'tengah', 'bijak', 'tahu', 'mana', 'benar', 'ganjar', 'mahfud', 'pilihan']","['rakyat', 'jawa', 'tengah', 'bijak', 'tahu', 'mana', 'benar', 'ganjar', 'mahfud', 'pilih']",rakyat jawa tengah bijak tahu mana benar ganjar mahfud pilih,negatif
Prabowo - Gibran perlu menyadari bahwa kebohongan tidak akan membawa mereka jauh  terutama di mata rakyat Jawa Tengah yang cerdas @baddewa  https://t.co/PzMhNIJRnw,prabowo gibran perlu menyadari bahwa kebohongan tidak akan membawa mereka jauh terutama di mata rakyat jawa tengah yang cerdas,"['prabowo', 'gibran', 'perlu', 'menyadari', 'bahwa', 'kebohongan', 'tidak', 'akan', 'membawa', 'mereka', 'jauh', 'terutama', 'di', 'mata', 'rakyat', 'jawa', 'tengah', 'yang', 'cerdas']","['prabowo', 'gibran', 'perlu', 'menyadari', 'kebohongan', 'membawa', 'jauh', 'terutama', 'mata', 'rakyat', 'jawa', 'tengah', 'cerdas']","['prabowo', 'gibran', 'perlu', 'sadar', 'bohong', 'bawa', 'jauh', 'utama', 'mata', 'rakyat', 'jawa', 'tengah', 'cerdas']",prabowo gibran perlu sadar bohong bawa jauh utama mata rakyat jawa tengah cerdas,negatif
